Assembled_VSG_188	Cluster 0
Assembled_VSG_37130	Cluster 15770
Assembled_VSG_45262	Cluster 15770
Assembled_VSG_37132	Cluster 15770
Assembled_VSG_37133	Cluster 15770
Assembled_VSG_37134	Cluster 15770
Assembled_VSG_37137	Cluster 15770
Assembled_VSG_37138	Cluster 15770
Assembled_VSG_37140	Cluster 15770
Assembled_VSG_37151	Cluster 15770
Assembled_VSG_37319	Cluster 15771
Assembled_VSG_58275	Cluster 15772
Assembled_VSG_58276	Cluster 15772
Assembled_VSG_58294	Cluster 15772
Assembled_VSG_58296	Cluster 15772
Assembled_VSG_37327	Cluster 15772
Assembled_VSG_58432	Cluster 15772
Assembled_VSG_58448	Cluster 15772
Assembled_VSG_58542	Cluster 15772
Assembled_VSG_58546	Cluster 15772
Assembled_VSG_37432	Cluster 15773
Assembled_VSG_37055	Cluster 15774
Assembled_VSG_37067	Cluster 15774
Assembled_VSG_45697	Cluster 15774
Assembled_VSG_37181	Cluster 15774
Assembled_VSG_45707	Cluster 15774
Assembled_VSG_37323	Cluster 15775
Assembled_VSG_37324	Cluster 15776
Assembled_VSG_37530	Cluster 15777
Assembled_VSG_49138	Cluster 15777
Assembled_VSG_37328	Cluster 15778
Assembled_VSG_37213	Cluster 15779
Assembled_VSG_63433	Cluster 15779
Assembled_VSG_37198	Cluster 15780
Assembled_VSG_37199	Cluster 15780
Assembled_VSG_72793	Cluster 15780
Assembled_VSG_37203	Cluster 15781
Assembled_VSG_37234	Cluster 15781
Assembled_VSG_40606	Cluster 15781
Assembled_VSG_37695	Cluster 15782
Assembled_VSG_37400	Cluster 15783
Assembled_VSG_37699	Cluster 15784
Assembled_VSG_37217	Cluster 15785
Assembled_VSG_37218	Cluster 15786
Assembled_VSG_37219	Cluster 15787
Assembled_VSG_62459	Cluster 15788
Assembled_VSG_37481	Cluster 15788
Assembled_VSG_37247	Cluster 15789
Assembled_VSG_37402	Cluster 15790
Assembled_VSG_42692	Cluster 15790
Assembled_VSG_37480	Cluster 15791
Assembled_VSG_37493	Cluster 15792
Assembled_VSG_43366	Cluster 15793
Assembled_VSG_37482	Cluster 15793
Assembled_VSG_43376	Cluster 15793
Assembled_VSG_43383	Cluster 15793
Assembled_VSG_43392	Cluster 15793
Assembled_VSG_37222	Cluster 15794
Assembled_VSG_37246	Cluster 15794
Assembled_VSG_54340	Cluster 15794
Assembled_VSG_37223	Cluster 15795
Assembled_VSG_37483	Cluster 15796
Assembled_VSG_37717	Cluster 15797
Assembled_VSG_37487	Cluster 15798
Assembled_VSG_45205	Cluster 15798
Assembled_VSG_37719	Cluster 15799
Assembled_VSG_37720	Cluster 15799
Assembled_VSG_37488	Cluster 15800
Assembled_VSG_37244	Cluster 15801
Assembled_VSG_37229	Cluster 15802
Assembled_VSG_37241	Cluster 15802
Assembled_VSG_37237	Cluster 15802
Assembled_VSG_37240	Cluster 15802
Assembled_VSG_37239	Cluster 15803
Assembled_VSG_37238	Cluster 15804
Assembled_VSG_37485	Cluster 15805
Assembled_VSG_37721	Cluster 15806
Assembled_VSG_37230	Cluster 15807
Assembled_VSG_50796	Cluster 15808
Assembled_VSG_57933	Cluster 15808
Assembled_VSG_37486	Cluster 15808
Assembled_VSG_47051	Cluster 15808
Assembled_VSG_45328	Cluster 15808
Assembled_VSG_41966	Cluster 15808
Assembled_VSG_44591	Cluster 15808
Assembled_VSG_70626	Cluster 15808
Assembled_VSG_48307	Cluster 15808
Assembled_VSG_41044	Cluster 15809
Assembled_VSG_41169	Cluster 15809
Assembled_VSG_37295	Cluster 15809
Assembled_VSG_37270	Cluster 15809
Assembled_VSG_37296	Cluster 15809
Assembled_VSG_37088	Cluster 15809
Assembled_VSG_37193	Cluster 15809
Assembled_VSG_48696	Cluster 15810
Assembled_VSG_37495	Cluster 15810
Assembled_VSG_37414	Cluster 15811
Assembled_VSG_37953	Cluster 15811
Assembled_VSG_38492	Cluster 15811
Assembled_VSG_38496	Cluster 15811
Assembled_VSG_37496	Cluster 15812
Assembled_VSG_37271	Cluster 15813
Assembled_VSG_37272	Cluster 15813
Assembled_VSG_37281	Cluster 15813
Assembled_VSG_37278	Cluster 15814
Assembled_VSG_37284	Cluster 15815
Assembled_VSG_37276	Cluster 15815
Assembled_VSG_37750	Cluster 15816
Assembled_VSG_37279	Cluster 15817
Assembled_VSG_37758	Cluster 15818
Assembled_VSG_37759	Cluster 15818
Assembled_VSG_37277	Cluster 15819
Assembled_VSG_71770	Cluster 15820
Assembled_VSG_37280	Cluster 15820
Assembled_VSG_37418	Cluster 15821
Assembled_VSG_37417	Cluster 15822
Assembled_VSG_37423	Cluster 15822
Assembled_VSG_54226	Cluster 15823
Assembled_VSG_37767	Cluster 15823
Assembled_VSG_37773	Cluster 15823
Assembled_VSG_37776	Cluster 15823
Assembled_VSG_37289	Cluster 15824
Assembled_VSG_57605	Cluster 15824
Assembled_VSG_57369	Cluster 15824
Assembled_VSG_37775	Cluster 15825
Assembled_VSG_37506	Cluster 15826
Assembled_VSG_37508	Cluster 15827
Assembled_VSG_37509	Cluster 15827
Assembled_VSG_37306	Cluster 15828
Assembled_VSG_37507	Cluster 15829
Assembled_VSG_75121	Cluster 15830
Assembled_VSG_75122	Cluster 15830
Assembled_VSG_37424	Cluster 15830
Assembled_VSG_37504	Cluster 15831
Assembled_VSG_37301	Cluster 15832
Assembled_VSG_37782	Cluster 15833
Assembled_VSG_37505	Cluster 15834
Assembled_VSG_37777	Cluster 15835
Assembled_VSG_37330	Cluster 15836
Assembled_VSG_37332	Cluster 15837
Assembled_VSG_37434	Cluster 15838
Assembled_VSG_37333	Cluster 15839
Assembled_VSG_46805	Cluster 15840
Assembled_VSG_37059	Cluster 15840
Assembled_VSG_58026	Cluster 15841
Assembled_VSG_37334	Cluster 15841
Assembled_VSG_37542	Cluster 15842
Assembled_VSG_37435	Cluster 15843
Assembled_VSG_37436	Cluster 15844
Assembled_VSG_37336	Cluster 15845
Assembled_VSG_37061	Cluster 15846
Assembled_VSG_37091	Cluster 15846
Assembled_VSG_37438	Cluster 15847
Assembled_VSG_37544	Cluster 15848
Assembled_VSG_37589	Cluster 15848
Assembled_VSG_40225	Cluster 15848
Assembled_VSG_37439	Cluster 15849
Assembled_VSG_37337	Cluster 15850
Assembled_VSG_37338	Cluster 15851
Assembled_VSG_37062	Cluster 15852
Assembled_VSG_37063	Cluster 15852
Assembled_VSG_37554	Cluster 15853
Assembled_VSG_43872	Cluster 15853
Assembled_VSG_37073	Cluster 15854
Assembled_VSG_37074	Cluster 15854
Assembled_VSG_37557	Cluster 15855
Assembled_VSG_37076	Cluster 15856
Assembled_VSG_37077	Cluster 15856
Assembled_VSG_37341	Cluster 15857
Assembled_VSG_37084	Cluster 15858
Assembled_VSG_37343	Cluster 15859
Assembled_VSG_37444	Cluster 15860
Assembled_VSG_37345	Cluster 15861
Assembled_VSG_37346	Cluster 15862
Assembled_VSG_37347	Cluster 15862
Assembled_VSG_37445	Cluster 15863
Assembled_VSG_37577	Cluster 15864
Assembled_VSG_37578	Cluster 15865
Assembled_VSG_65823	Cluster 15866
Assembled_VSG_37348	Cluster 15866
Assembled_VSG_37579	Cluster 15867
Assembled_VSG_37822	Cluster 15867
Assembled_VSG_37349	Cluster 15868
Assembled_VSG_37095	Cluster 15869
Assembled_VSG_37098	Cluster 15869
Assembled_VSG_37587	Cluster 15870
Assembled_VSG_37588	Cluster 15871
Assembled_VSG_37102	Cluster 15872
Assembled_VSG_37351	Cluster 15873
Assembled_VSG_37103	Cluster 15874
Assembled_VSG_37104	Cluster 15875
Assembled_VSG_37352	Cluster 15876
Assembled_VSG_37591	Cluster 15877
Assembled_VSG_37826	Cluster 15878
Assembled_VSG_37597	Cluster 15878
Assembled_VSG_43615	Cluster 15879
Assembled_VSG_37451	Cluster 15879
Assembled_VSG_37454	Cluster 15879
Assembled_VSG_38308	Cluster 15879
Assembled_VSG_38311	Cluster 15879
Assembled_VSG_65692	Cluster 15880
Assembled_VSG_46946	Cluster 15880
Assembled_VSG_65564	Cluster 15880
Assembled_VSG_37453	Cluster 15880
Assembled_VSG_37112	Cluster 15881
Assembled_VSG_37113	Cluster 15881
Assembled_VSG_37604	Cluster 15882
Assembled_VSG_37120	Cluster 15883
Assembled_VSG_37121	Cluster 15884
Assembled_VSG_56881	Cluster 15884
Assembled_VSG_57158	Cluster 15884
Assembled_VSG_37123	Cluster 15884
Assembled_VSG_59082	Cluster 15884
Assembled_VSG_76046	Cluster 15884
Assembled_VSG_56053	Cluster 15885
Assembled_VSG_37122	Cluster 15885
Assembled_VSG_37124	Cluster 15885
Assembled_VSG_37456	Cluster 15886
Assembled_VSG_37457	Cluster 15887
Assembled_VSG_37355	Cluster 15888
Assembled_VSG_37835	Cluster 15889
Assembled_VSG_37610	Cluster 15889
Assembled_VSG_37458	Cluster 15890
Assembled_VSG_37611	Cluster 15891
Assembled_VSG_37356	Cluster 15892
Assembled_VSG_37838	Cluster 15893
Assembled_VSG_37461	Cluster 15893
Assembled_VSG_43444	Cluster 15893
Assembled_VSG_37135	Cluster 15894
Assembled_VSG_37149	Cluster 15894
Assembled_VSG_37179	Cluster 15894
Assembled_VSG_37357	Cluster 15895
Assembled_VSG_37358	Cluster 15895
Assembled_VSG_37139	Cluster 15896
Assembled_VSG_70530	Cluster 15896
Assembled_VSG_37142	Cluster 15897
Assembled_VSG_37466	Cluster 15898
Assembled_VSG_37361	Cluster 15899
Assembled_VSG_37362	Cluster 15899
Assembled_VSG_37365	Cluster 15900
Assembled_VSG_37366	Cluster 15900
Assembled_VSG_44171	Cluster 15901
Assembled_VSG_37375	Cluster 15901
Assembled_VSG_37660	Cluster 15902
Assembled_VSG_37661	Cluster 15902
Assembled_VSG_37376	Cluster 15903
Assembled_VSG_40575	Cluster 15904
Assembled_VSG_77554	Cluster 15904
Assembled_VSG_37470	Cluster 15904
Assembled_VSG_37377	Cluster 15905
Assembled_VSG_37378	Cluster 15906
Assembled_VSG_37379	Cluster 15907
Assembled_VSG_37380	Cluster 15908
Assembled_VSG_37382	Cluster 15909
Assembled_VSG_37189	Cluster 15910
Assembled_VSG_37383	Cluster 15911
Assembled_VSG_37386	Cluster 15911
Assembled_VSG_37384	Cluster 15912
Assembled_VSG_37385	Cluster 15913
Assembled_VSG_37388	Cluster 15913
Assembled_VSG_37387	Cluster 15914
Assembled_VSG_41070	Cluster 15915
Assembled_VSG_40902	Cluster 15915
Assembled_VSG_37389	Cluster 15915
Assembled_VSG_37390	Cluster 15916
Assembled_VSG_67806	Cluster 15917
Assembled_VSG_67807	Cluster 15917
Assembled_VSG_40026	Cluster 15917
Assembled_VSG_40027	Cluster 15917
Assembled_VSG_38534	Cluster 15917
Assembled_VSG_37476	Cluster 15917
Assembled_VSG_37925	Cluster 15918
Assembled_VSG_37391	Cluster 15918
Assembled_VSG_37392	Cluster 15919
Assembled_VSG_37394	Cluster 15920
Assembled_VSG_37395	Cluster 15921
Assembled_VSG_47859	Cluster 15921
Assembled_VSG_63856	Cluster 15921
Assembled_VSG_37396	Cluster 15922
Assembled_VSG_37398	Cluster 15922
Assembled_VSG_37689	Cluster 15923
Assembled_VSG_37399	Cluster 15924
Assembled_VSG_41525	Cluster 15925
Assembled_VSG_37724	Cluster 15925
Assembled_VSG_53862	Cluster 15925
Assembled_VSG_37725	Cluster 15926
Assembled_VSG_37248	Cluster 15927
Assembled_VSG_37250	Cluster 15928
Assembled_VSG_54131	Cluster 15928
Assembled_VSG_37727	Cluster 15929
Assembled_VSG_37492	Cluster 15930
Assembled_VSG_37406	Cluster 15931
Assembled_VSG_37251	Cluster 15932
Assembled_VSG_37407	Cluster 15933
Assembled_VSG_37257	Cluster 15934
Assembled_VSG_65031	Cluster 15935
Assembled_VSG_37409	Cluster 15935
Assembled_VSG_65078	Cluster 15935
Assembled_VSG_65399	Cluster 15935
Assembled_VSG_37262	Cluster 15936
Assembled_VSG_45884	Cluster 15937
Assembled_VSG_37886	Cluster 15937
Assembled_VSG_37411	Cluster 15937
Assembled_VSG_37413	Cluster 15937
Assembled_VSG_66417	Cluster 15938
Assembled_VSG_37412	Cluster 15938
Assembled_VSG_37060	Cluster 15939
Assembled_VSG_37605	Cluster 15940
Assembled_VSG_37512	Cluster 15941
Assembled_VSG_37703	Cluster 15941
Assembled_VSG_37741	Cluster 15941
Assembled_VSG_37558	Cluster 15941
Assembled_VSG_37571	Cluster 15941
Assembled_VSG_37784	Cluster 15941
Assembled_VSG_37545	Cluster 15941
Assembled_VSG_37586	Cluster 15941
Assembled_VSG_37603	Cluster 15941
Assembled_VSG_37609	Cluster 15941
Assembled_VSG_37676	Cluster 15941
Assembled_VSG_37726	Cluster 15941
Assembled_VSG_37987	Cluster 15942
Assembled_VSG_42152	Cluster 15942
Assembled_VSG_37514	Cluster 15943
Assembled_VSG_37550	Cluster 15943
Assembled_VSG_56131	Cluster 15943
Assembled_VSG_37641	Cluster 15943
Assembled_VSG_37657	Cluster 15943
Assembled_VSG_37513	Cluster 15944
Assembled_VSG_37566	Cluster 15944
Assembled_VSG_37612	Cluster 15944
Assembled_VSG_37675	Cluster 15944
Assembled_VSG_37985	Cluster 15945
Assembled_VSG_37986	Cluster 15945
Assembled_VSG_47586	Cluster 15945
Assembled_VSG_37788	Cluster 15946
Assembled_VSG_37900	Cluster 15947
Assembled_VSG_70180	Cluster 15947
Assembled_VSG_71523	Cluster 15947
Assembled_VSG_41030	Cluster 15947
Assembled_VSG_41626	Cluster 15947
Assembled_VSG_37901	Cluster 15948
Assembled_VSG_41031	Cluster 15948
Assembled_VSG_37899	Cluster 15949
Assembled_VSG_39086	Cluster 15949
Assembled_VSG_37792	Cluster 15950
Assembled_VSG_57748	Cluster 15950
Assembled_VSG_37793	Cluster 15951
Assembled_VSG_61669	Cluster 15951
Assembled_VSG_61670	Cluster 15951
Assembled_VSG_61760	Cluster 15951
Assembled_VSG_38005	Cluster 15952
Assembled_VSG_38620	Cluster 15952
Assembled_VSG_37517	Cluster 15953
Assembled_VSG_38123	Cluster 15953
Assembled_VSG_38181	Cluster 15953
Assembled_VSG_38209	Cluster 15953
Assembled_VSG_38210	Cluster 15953
Assembled_VSG_38233	Cluster 15953
Assembled_VSG_38268	Cluster 15953
Assembled_VSG_37516	Cluster 15954
Assembled_VSG_38156	Cluster 15954
Assembled_VSG_38183	Cluster 15954
Assembled_VSG_38184	Cluster 15954
Assembled_VSG_38199	Cluster 15954
Assembled_VSG_38208	Cluster 15954
Assembled_VSG_38237	Cluster 15954
Assembled_VSG_37523	Cluster 15955
Assembled_VSG_37524	Cluster 15955
Assembled_VSG_37626	Cluster 15955
Assembled_VSG_38127	Cluster 15955
Assembled_VSG_38128	Cluster 15955
Assembled_VSG_37635	Cluster 15955
Assembled_VSG_38171	Cluster 15955
Assembled_VSG_37650	Cluster 15955
Assembled_VSG_38249	Cluster 15955
Assembled_VSG_37902	Cluster 15956
Assembled_VSG_58289	Cluster 15956
Assembled_VSG_37907	Cluster 15957
Assembled_VSG_38033	Cluster 15957
Assembled_VSG_37905	Cluster 15958
Assembled_VSG_37519	Cluster 15959
Assembled_VSG_69992	Cluster 15959
Assembled_VSG_37615	Cluster 15959
Assembled_VSG_37647	Cluster 15959
Assembled_VSG_37648	Cluster 15959
Assembled_VSG_37662	Cluster 15959
Assembled_VSG_37666	Cluster 15959
Assembled_VSG_38019	Cluster 15960
Assembled_VSG_37693	Cluster 15961
Assembled_VSG_46752	Cluster 15961
Assembled_VSG_38323	Cluster 15962
Assembled_VSG_37691	Cluster 15963
Assembled_VSG_37692	Cluster 15963
Assembled_VSG_46743	Cluster 15963
Assembled_VSG_46744	Cluster 15963
Assembled_VSG_38325	Cluster 15964
Assembled_VSG_38319	Cluster 15965
Assembled_VSG_38324	Cluster 15966
Assembled_VSG_74076	Cluster 15967
Assembled_VSG_37871	Cluster 15967
Assembled_VSG_58646	Cluster 15967
Assembled_VSG_38327	Cluster 15968
Assembled_VSG_38328	Cluster 15968
Assembled_VSG_38320	Cluster 15969
Assembled_VSG_39667	Cluster 15970
Assembled_VSG_39868	Cluster 15970
Assembled_VSG_37870	Cluster 15970
Assembled_VSG_75809	Cluster 15971
Assembled_VSG_37933	Cluster 15971
Assembled_VSG_37698	Cluster 15972
Assembled_VSG_37696	Cluster 15973
Assembled_VSG_37712	Cluster 15973
Assembled_VSG_46751	Cluster 15974
Assembled_VSG_37700	Cluster 15974
Assembled_VSG_37701	Cluster 15975
Assembled_VSG_37873	Cluster 15976
Assembled_VSG_37702	Cluster 15977
Assembled_VSG_37709	Cluster 15978
Assembled_VSG_67972	Cluster 15978
Assembled_VSG_37704	Cluster 15979
Assembled_VSG_37707	Cluster 15979
Assembled_VSG_72357	Cluster 15979
Assembled_VSG_37874	Cluster 15980
Assembled_VSG_37705	Cluster 15980
Assembled_VSG_44429	Cluster 15980
Assembled_VSG_37706	Cluster 15981
Assembled_VSG_37708	Cluster 15982
Assembled_VSG_37876	Cluster 15983
Assembled_VSG_42908	Cluster 15983
Assembled_VSG_56964	Cluster 15984
Assembled_VSG_37711	Cluster 15984
Assembled_VSG_56982	Cluster 15984
Assembled_VSG_56993	Cluster 15984
Assembled_VSG_37713	Cluster 15985
Assembled_VSG_37710	Cluster 15986
Assembled_VSG_38341	Cluster 15987
Assembled_VSG_38343	Cluster 15987
Assembled_VSG_38342	Cluster 15988
Assembled_VSG_77160	Cluster 15989
Assembled_VSG_38340	Cluster 15989
Assembled_VSG_50755	Cluster 15990
Assembled_VSG_37938	Cluster 15990
Assembled_VSG_46852	Cluster 15990
Assembled_VSG_44589	Cluster 15990
Assembled_VSG_55728	Cluster 15990
Assembled_VSG_50702	Cluster 15990
Assembled_VSG_70627	Cluster 15990
Assembled_VSG_38361	Cluster 15991
Assembled_VSG_37943	Cluster 15992
Assembled_VSG_37890	Cluster 15992
Assembled_VSG_37946	Cluster 15993
Assembled_VSG_55994	Cluster 15993
Assembled_VSG_38360	Cluster 15994
Assembled_VSG_37744	Cluster 15995
Assembled_VSG_37743	Cluster 15995
Assembled_VSG_37753	Cluster 15995
Assembled_VSG_37752	Cluster 15995
Assembled_VSG_37763	Cluster 15995
Assembled_VSG_37780	Cluster 15995
Assembled_VSG_37781	Cluster 15995
Assembled_VSG_37601	Cluster 15995
Assembled_VSG_37687	Cluster 15995
Assembled_VSG_37892	Cluster 15996
Assembled_VSG_37951	Cluster 15997
Assembled_VSG_37948	Cluster 15998
Assembled_VSG_56701	Cluster 15998
Assembled_VSG_56693	Cluster 15998
Assembled_VSG_37945	Cluster 15998
Assembled_VSG_74461	Cluster 15998
Assembled_VSG_37740	Cluster 15999
Assembled_VSG_37681	Cluster 16000
Assembled_VSG_37568	Cluster 16000
Assembled_VSG_37596	Cluster 16000
Assembled_VSG_37742	Cluster 16001
Assembled_VSG_37745	Cluster 16001
Assembled_VSG_37766	Cluster 16001
Assembled_VSG_37600	Cluster 16001
Assembled_VSG_37685	Cluster 16001
Assembled_VSG_37686	Cluster 16001
Assembled_VSG_38365	Cluster 16002
Assembled_VSG_37754	Cluster 16003
Assembled_VSG_73585	Cluster 16004
Assembled_VSG_37751	Cluster 16004
Assembled_VSG_70997	Cluster 16004
Assembled_VSG_37956	Cluster 16005
Assembled_VSG_38370	Cluster 16005
Assembled_VSG_38371	Cluster 16006
Assembled_VSG_37770	Cluster 16007
Assembled_VSG_37772	Cluster 16007
Assembled_VSG_37771	Cluster 16007
Assembled_VSG_37769	Cluster 16008
Assembled_VSG_60725	Cluster 16009
Assembled_VSG_37955	Cluster 16009
Assembled_VSG_38373	Cluster 16009
Assembled_VSG_37893	Cluster 16010
Assembled_VSG_37957	Cluster 16011
Assembled_VSG_38982	Cluster 16012
Assembled_VSG_37961	Cluster 16012
Assembled_VSG_62110	Cluster 16012
Assembled_VSG_37958	Cluster 16012
Assembled_VSG_37531	Cluster 16013
Assembled_VSG_37532	Cluster 16013
Assembled_VSG_37533	Cluster 16014
Assembled_VSG_37538	Cluster 16014
Assembled_VSG_37534	Cluster 16015
Assembled_VSG_37535	Cluster 16015
Assembled_VSG_37536	Cluster 16015
Assembled_VSG_37541	Cluster 16015
Assembled_VSG_37537	Cluster 16016
Assembled_VSG_37539	Cluster 16017
Assembled_VSG_37796	Cluster 16018
Assembled_VSG_40978	Cluster 16018
Assembled_VSG_38026	Cluster 16019
Assembled_VSG_38027	Cluster 16020
Assembled_VSG_37543	Cluster 16021
Assembled_VSG_37797	Cluster 16022
Assembled_VSG_37800	Cluster 16023
Assembled_VSG_37908	Cluster 16024
Assembled_VSG_37909	Cluster 16024
Assembled_VSG_38037	Cluster 16024
Assembled_VSG_38031	Cluster 16025
Assembled_VSG_37813	Cluster 16025
Assembled_VSG_37546	Cluster 16026
Assembled_VSG_38516	Cluster 16027
Assembled_VSG_38032	Cluster 16027
Assembled_VSG_75131	Cluster 16027
Assembled_VSG_37803	Cluster 16028
Assembled_VSG_37804	Cluster 16028
Assembled_VSG_37805	Cluster 16028
Assembled_VSG_37910	Cluster 16029
Assembled_VSG_38035	Cluster 16030
Assembled_VSG_37911	Cluster 16030
Assembled_VSG_38036	Cluster 16030
Assembled_VSG_37806	Cluster 16031
Assembled_VSG_37812	Cluster 16031
Assembled_VSG_37808	Cluster 16032
Assembled_VSG_37811	Cluster 16033
Assembled_VSG_37912	Cluster 16033
Assembled_VSG_50368	Cluster 16034
Assembled_VSG_37815	Cluster 16034
Assembled_VSG_37818	Cluster 16035
Assembled_VSG_37560	Cluster 16036
Assembled_VSG_38106	Cluster 16036
Assembled_VSG_38780	Cluster 16036
Assembled_VSG_72600	Cluster 16036
Assembled_VSG_37969	Cluster 16037
Assembled_VSG_37964	Cluster 16037
Assembled_VSG_37562	Cluster 16037
Assembled_VSG_38086	Cluster 16037
Assembled_VSG_38087	Cluster 16037
Assembled_VSG_38096	Cluster 16037
Assembled_VSG_38097	Cluster 16037
Assembled_VSG_38105	Cluster 16037
Assembled_VSG_38724	Cluster 16037
Assembled_VSG_38788	Cluster 16037
Assembled_VSG_38789	Cluster 16037
Assembled_VSG_38055	Cluster 16038
Assembled_VSG_37567	Cluster 16039
Assembled_VSG_37569	Cluster 16040
Assembled_VSG_37570	Cluster 16041
Assembled_VSG_63226	Cluster 16042
Assembled_VSG_37572	Cluster 16042
Assembled_VSG_37574	Cluster 16043
Assembled_VSG_37576	Cluster 16043
Assembled_VSG_37599	Cluster 16043
Assembled_VSG_37575	Cluster 16044
Assembled_VSG_37585	Cluster 16044
Assembled_VSG_37602	Cluster 16044
Assembled_VSG_66356	Cluster 16044
Assembled_VSG_66218	Cluster 16044
Assembled_VSG_66351	Cluster 16044
Assembled_VSG_38062	Cluster 16045
Assembled_VSG_37821	Cluster 16046
Assembled_VSG_37914	Cluster 16047
Assembled_VSG_54667	Cluster 16048
Assembled_VSG_37581	Cluster 16048
Assembled_VSG_37582	Cluster 16049
Assembled_VSG_37583	Cluster 16049
Assembled_VSG_37823	Cluster 16050
Assembled_VSG_37824	Cluster 16050
Assembled_VSG_38063	Cluster 16051
Assembled_VSG_38408	Cluster 16051
Assembled_VSG_60271	Cluster 16051
Assembled_VSG_60269	Cluster 16051
Assembled_VSG_68704	Cluster 16052
Assembled_VSG_37915	Cluster 16052
Assembled_VSG_37584	Cluster 16053
Assembled_VSG_38076	Cluster 16054
Assembled_VSG_37590	Cluster 16055
Assembled_VSG_37592	Cluster 16055
Assembled_VSG_37916	Cluster 16056
Assembled_VSG_38080	Cluster 16057
Assembled_VSG_37595	Cluster 16058
Assembled_VSG_37827	Cluster 16059
Assembled_VSG_37828	Cluster 16060
Assembled_VSG_71545	Cluster 16060
Assembled_VSG_37917	Cluster 16061
Assembled_VSG_77446	Cluster 16062
Assembled_VSG_37830	Cluster 16062
Assembled_VSG_37606	Cluster 16063
Assembled_VSG_37607	Cluster 16064
Assembled_VSG_40299	Cluster 16065
Assembled_VSG_38083	Cluster 16065
Assembled_VSG_37831	Cluster 16066
Assembled_VSG_37832	Cluster 16067
Assembled_VSG_37833	Cluster 16068
Assembled_VSG_38100	Cluster 16069
Assembled_VSG_39118	Cluster 16070
Assembled_VSG_38101	Cluster 16070
Assembled_VSG_38103	Cluster 16071
Assembled_VSG_37836	Cluster 16072
Assembled_VSG_37837	Cluster 16073
Assembled_VSG_46082	Cluster 16074
Assembled_VSG_37613	Cluster 16074
Assembled_VSG_37614	Cluster 16074
Assembled_VSG_37636	Cluster 16074
Assembled_VSG_37639	Cluster 16074
Assembled_VSG_37652	Cluster 16074
Assembled_VSG_37667	Cluster 16074
Assembled_VSG_37672	Cluster 16074
Assembled_VSG_37839	Cluster 16075
Assembled_VSG_50002	Cluster 16075
Assembled_VSG_37840	Cluster 16076
Assembled_VSG_37981	Cluster 16077
Assembled_VSG_37618	Cluster 16077
Assembled_VSG_38224	Cluster 16077
